63,55,-42,93,
16,6,40,-99,
84,7,25,-86,
3,53,35,8,
78,27,-70,1,
41,91,33,-62,
28,14,-24,83,
21,94,42,-16,
100,74,-13,-49,
4,84,-13,-70,
36,57,-46,-90,
4,62,-86,52,
78,38,-77,-48,
22,69,-55,41,
59,61,31,-86,
2,52,-7,-54,
58,0,61,-78,
93,52,58,75,
30,64,-50,31,
97,54,-5,63,
14,59,91,-36,
12,90,90,61,
76,102,-73,27,
32,26,53,-48,
42,20,2,-76,
94,31,-21,-12,
51,23,-39,-53,
37,0,52,-73,
55,82,-19,-1,
49,25,-40,-40,
99,79,-3,67,
91,70,-21,95,
80,22,-27,99,
3,1,-63,-32,
14,98,10,88,
89,25,-34,-57,
51,10,63,-29,
67,58,41,-61,
75,19,-29,-25,
51,58,12,-2,
64,23,-32,81,
99,48,19,81,
7,13,87,58,
22,43,-53,65,
29,39,47,78,
92,33,-18,-97,
59,15,75,68,
83,31,25,-12,
44,95,56,79,
85,74,-73,-39,
88,11,-25,4,
52,71,-40,-54,
79,70,81,-34,
1,16,37,94,
40,61,7,-59,
60,101,60,21,
25,40,-54,-61,
41,94,-47,-69,
99,96,-64,-78,
45,53,7,-15,
86,88,-7,16,
95,66,-19,31,
99,74,-71,-65,
90,74,-18,18,
64,58,15,62,
2,45,-12,73,
93,13,-12,55,
74,81,13,-5,
21,37,-7,-20,
10,95,-16,46,
65,22,-81,-22,
74,85,-37,-68,
36,55,54,-64,
35,64,6,44,
16,98,26,70,
15,46,-8,-10,
34,78,19,67,
93,34,6,-4,
27,8,-97,86,
87,33,80,-82,
20,32,32,59,
90,65,-21,31,
8,37,41,6,
69,83,16,-74,
42,93,-96,-55,
22,52,3,-51,
32,66,94,49,
100,72,64,-48,
63,17,60,-19,
75,61,-67,-38,
79,99,-12,4,
30,97,-99,-83,
35,6,-80,70,
44,79,-45,-34,
62,88,13,56,
64,20,-82,81,
20,88,45,-24,
49,49,-92,70,
62,80,-66,47,
49,28,88,-81,
14,62,42,31,
98,14,-64,4,
2,53,82,52,
40,77,-46,-93,
45,98,-92,-24,
78,13,-26,-14,
25,33,96,78,
47,95,-92,2,
59,26,-36,-30,
49,65,59,54,
63,3,-36,38,
37,8,-49,-58,
37,18,-44,27,
53,26,-39,37,
94,93,-19,30,
24,56,-11,-18,
21,2,-10,-59,
7,90,86,2,
36,34,-1,-84,
49,76,-40,15,
59,16,57,73,
55,26,62,-43,
56,44,13,39,
63,94,-78,28,
94,46,9,35,
87,102,89,-22,
0,1,47,-19,
20,101,47,-42,
84,59,77,54,
7,15,41,-94,
43,45,13,31,
51,29,68,-79,
24,59,97,-41,
41,28,63,27,
44,97,-1,-73,
12,20,-66,-7,
24,7,82,41,
18,10,-57,-71,
51,33,-51,71,
27,54,10,93,
1,65,-77,38,
20,0,88,-76,
24,70,23,54,
32,29,50,60,
48,69,-43,-62,
35,70,-13,-29,
6,54,-72,-50,
85,89,85,-44,
39,32,57,-25,
25,96,48,64,
44,55,6,44,
6,9,-2,-73,
8,42,-4,60,
22,100,-51,7,
26,85,-6,-3,
68,78,-59,76,
12,47,-58,57,
67,85,17,64,
96,73,76,-41,
19,14,-93,-34,
41,31,-38,6,
40,63,4,-36,
20,100,20,-59,
95,52,27,87,
10,10,61,-49,
25,49,47,66,
27,68,-55,49,
96,46,-66,65,
26,14,-55,-40,
90,22,18,56,
58,9,-61,-66,
78,9,-26,-22,
37,93,55,7,
86,80,-21,82,
48,97,-96,56,
17,77,-9,-44,
42,87,-94,-88,
99,97,-18,61,
4,92,-21,-83,
50,74,-42,80,
43,16,7,-17,
57,26,11,-89,
75,62,65,-72,
56,10,-90,-84,
9,12,-14,53,
63,1,12,79,
29,44,3,51,
55,6,-92,-53,
13,101,-50,-54,
0,70,-15,-18,
14,33,-37,33,
85,65,-69,21,
37,43,31,69,
100,91,-65,69,
1,9,-66,-50,
27,45,56,-23,
80,69,25,-23,
18,52,1,18,
57,96,-88,-73,
25,49,98,-2,
1,96,-58,92,
17,1,94,2,
55,81,-38,56,
35,32,54,65,
21,20,5,97,
94,59,-69,57,
11,99,-47,-74,
90,25,-87,65,
97,95,36,-42,
99,41,80,30,
82,18,-76,55,
8,67,40,23,
76,83,-27,87,
40,12,-89,30,
56,94,-96,-91,
76,66,19,-18,
31,55,4,75,
56,62,-36,-75,
17,3,-60,99,
84,27,72,58,
41,28,-75,51,
25,50,-61,-74,
100,0,90,91,
17,48,77,35,
5,6,-63,-91,
48,82,-88,18,
91,10,79,53,
65,2,75,-9,
44,65,-97,85,
91,19,73,58,
37,93,20,-88,
27,54,-53,29,
79,35,-78,11,
68,46,17,21,
81,47,72,6,
0,96,-68,-42,
94,30,39,6,
44,100,-43,33,
25,35,89,71,
88,7,-69,66,
97,91,-64,77,
53,14,-90,45,
36,73,-5,15,
11,2,-12,-24,
89,68,-29,72,
12,72,93,-26,
65,88,65,-52,
88,7,81,-32,
19,38,92,60,
31,80,50,-98,
33,44,-99,13,
41,50,-58,-55,
95,51,-33,-9,
64,42,-13,81,
73,48,22,70,
23,47,88,-84,
34,87,9,66,
70,5,83,50,
17,73,-65,54,
54,59,65,81,
25,62,-56,70,
78,102,31,-68,
3,31,-67,-97,
69,33,28,-19,
95,12,-78,-79,
36,2,-99,97,
32,1,-7,4,
49,88,-43,-21,
45,91,3,15,
18,87,-56,2,
89,11,-73,63,
17,80,-9,-25,
93,55,-48,-74,
82,69,-45,-99,
16,14,-60,-94,
14,7,88,66,
77,7,66,32,
1,72,-94,72,
66,23,62,89,
79,50,90,5,
11,99,-62,-73,
37,81,-48,5,
36,32,3,-56,
3,22,6,-29,
66,82,-91,5,
55,67,-42,15,
27,86,99,77,
46,38,-8,-60,
96,47,-15,65,
63,5,69,-1,
20,88,-57,-3,
30,84,50,87,
57,55,11,30,
6,55,88,13,
96,43,-42,-21,
14,64,-8,98,
68,86,68,33,
19,67,42,-31,
60,7,18,48,
61,96,-88,64,
78,85,-83,-73,
14,28,52,16,
82,78,-75,-93,
28,67,-50,-5,
10,68,-45,-76,
64,34,21,19,
44,29,87,-63,
36,14,3,50,
27,50,-51,60,
67,54,-82,93,
85,69,32,-72,
36,33,91,17,
63,92,17,25,
81,99,-47,51,
92,49,-44,27,
28,63,97,-34,
74,46,-2,58,
7,62,38,31,
73,25,-29,91,
32,80,-93,54,
77,93,29,47,
8,45,-19,-56,
68,35,56,-75,
27,46,-49,-12,
86,102,26,97,
74,63,-75,46,
3,32,88,60,
95,73,82,10,
51,59,-33,16,
52,77,-45,72,
69,77,77,-88,
59,81,-29,38,
65,12,23,97,
14,55,-9,-15,
2,35,7,-37,
27,47,84,-76,
84,45,74,65,
9,2,-11,-42,
76,14,25,-94
